Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Month,Calendar_Year
200897BE03704,258670,669200,-4.26172,55.895163,97,3,1,1,22/04/2008,3,16:15:00,926,S12000043,3,879,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,,4,2008
200897BE03705,258930,667910,-4.256893,55.883658,97,3,2,1,31/05/2008,7,19:10:00,926,S12000043,6,0,6,30,9,4,-1,-1,0,0,1,1,1,0,0,1,1,,5,2008
200897BE03711,259070,667570,-4.25448,55.880646,97,3,2,1,28/11/2008,6,16:45:00,926,S12000043,3,879,6,30,9,4,-1,-1,0,4,4,8,4,0,0,1,1,,11,2008
200897BE03804,257930,667580,-4.272693,55.880401,97,2,2,1,17/04/2008,5,19:45:00,926,S12000043,3,81,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,4,2008
200897BE03904,257890,667590,-4.273337,55.880479,97,2,2,1,24/04/2008,5,08:30:00,926,S12000043,3,81,3,30,3,4,6,0,0,5,1,2,2,0,0,1,2,,4,2008
200897BE04004,259180,669410,-4.25368,55.897198,97,2,2,1,23/04/2008,4,20:25:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,4,2008
200897BE04111,257130,668420,-4.285914,55.887706,97,3,2,1,14/11/2008,6,07:30:00,926,S12000043,3,81,6,30,0,-1,-1,0,0,0,4,9,2,0,0,1,2,,11,2008
200897BE04203,257150,668380,-4.285573,55.887353,97,3,1,1,27/03/2008,5,12:25:00,926,S12000043,3,81,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,,3,2008
200897BE04204,257770,667630,-4.275275,55.880803,97,3,2,1,25/04/2008,6,07:50:00,926,S12000043,3,81,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,,4,2008
200897BE04301,259630,668240,-4.245883,55.886825,97,3,3,1,29/01/2008,3,19:00:00,926,S12000043,4,808,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,,1,2008
200897BE04302,257180,668350,-4.285078,55.887092,97,3,2,1,25/02/2008,2,16:15:00,926,S12000043,6,0,6,30,3,4,6,0,2,5,1,2,2,0,0,1,2,,2,2008
200897BE04307,265340,672900,-4.156984,55.930297,97,3,1,1,27/07/2008,1,04:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,,7,2008
200897BE04404,259090,667880,-4.254322,55.883436,97,2,1,1,25/04/2008,6,17:55:00,926,S12000043,3,879,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,,4,2008
200897BE04504,256540,667850,-4.295037,55.882413,97,3,1,1,25/04/2008,6,15:55:00,926,S12000043,6,0,6,20,9,4,-1,-1,0,0,1,2,2,0,0,1,2,,4,2008
200897BE04603,256410,669160,-4.297808,55.894135,97,3,3,1,31/03/2008,2,11:40:00,926,S12000043,6,0,6,30,3,4,3,81,0,0,1,1,1,0,0,1,1,,3,2008
200897BE04803,259090,667800,-4.25428,55.882717,97,2,1,1,29/03/2008,7,18:10:00,926,S12000043,3,879,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,,3,2008
200897BE04812,258820,668690,-4.259057,55.890629,97,3,2,2,30/12/2008,3,13:20:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,4,0,0,1,1,,12,2008
200897BE04904,256960,668640,-4.288746,55.889631,97,3,2,1,28/04/2008,2,16:05:00,926,S12000043,3,81,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,4,2008
200897BE05104,257020,668550,-4.28774,55.888841,97,3,1,1,29/04/2008,3,16:35:00,926,S12000043,3,81,3,30,0,-1,-1,0,0,4,1,2,2,0,0,1,1,,4,2008
200897BE70102,259200,666390,-4.25179,55.87009,97,3,2,1,27/02/2008,4,09:15:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2,2008
200897BE70108,256730,667410,-4.291769,55.87852,97,2,2,1,12/08/2008,3,15:15:00,926,S12000043,3,82,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,,8,2008
200897BE70110,258240,670760,-4.269408,55.909043,97,2,5,2,03/10/2008,6,16:10:00,926,S12000043,6,0,6,60,3,4,3,879,0,0,1,1,1,0,0,2,1,,10,2008
200897BE70111,259050,667280,-4.254648,55.878037,97,2,1,2,09/11/2008,1,23:38:00,926,S12000043,6,0,6,30,6,2,3,879,0,5,4,2,5,0,0,1,1,,11,2008
200897BE70210,257240,668260,-4.284072,55.886302,97,1,2,1,23/10/2008,5,07:20:00,926,S12000043,3,81,6,30,0,-1,-1,0,0,0,4,5,2,0,0,1,1,,10,2008
200897GA00102,253370,663880,-4.34352,55.845818,97,3,1,1,01/02/2008,6,11:40:00,926,S12000043,3,739,9,30,0,-1,-1,0,0,0,1,9,2,0,0,1,2,,2,2008
200897GA00105,255420,665740,-4.311799,55.863135,97,2,1,1,01/05/2008,5,10:15:00,926,S12000043,6,0,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,,5,2008
200897GA00107,254890,665860,-4.320325,55.864053,97,3,4,4,02/07/2008,4,07:25:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,7,2008
200897GA00109,254590,665510,-4.324926,55.860821,97,2,2,1,02/09/2008,3,14:42:00,926,S12000043,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,,9,2008
200897GA00110,255070,665660,-4.317344,55.862312,97,2,2,1,01/10/2008,4,10:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,,10,2008
200897GA00204,257400,664660,-4.279621,55.854029,97,3,2,1,03/04/2008,5,13:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,4,2008
200897GA00205,254960,664130,-4.318282,55.848543,97,2,2,1,01/05/2008,5,17:30:00,926,S12000043,3,761,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,5,2008
200897GA00206,256250,664410,-4.297844,55.851443,97,3,1,1,06/06/2008,6,15:00:00,926,S12000043,3,761,3,30,3,2,6,0,0,4,1,1,1,0,0,1,1,,6,2008
200897GA00208,255540,665240,-4.309617,55.858682,97,3,1,1,03/08/2008,1,21:00:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,4,2,2,0,0,1,1,,8,2008
200897GA00211,252750,663920,-4.353435,55.845988,97,3,1,1,01/11/2008,7,13:15:00,926,S12000043,4,2202,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,11,2008
200897GA00301,256530,664460,-4.293401,55.851975,97,3,3,1,04/01/2008,6,12:20:00,926,S12000043,3,761,3,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,,1,2008
200897GA00308,254620,664040,-4.323659,55.847633,97,3,1,1,04/08/2008,2,08:00:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,8,2008
200897GA00311,258380,664440,-4.263865,55.852343,97,3,2,1,01/11/2008,7,21:00:00,926,S12000043,3,8,2,30,6,2,3,8,0,5,4,1,4,0,0,1,2,,11,2008
200897GA00407,258330,664570,-4.26473,55.853495,97,3,2,1,04/07/2008,6,06:45:00,926,S12000043,6,0,2,30,6,2,3,8,0,5,1,1,2,0,0,1,1,,7,2008
200897GA00409,254890,664120,-4.319393,55.848432,97,3,2,1,03/09/2008,4,15:16:00,926,S12000043,3,761,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,,9,2008
200897GA00411,254980,664670,-4.318251,55.853397,97,3,2,1,01/11/2008,7,17:40:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,,11,2008
200897GA00412,255970,664760,-4.302498,55.854502,97,3,3,2,02/12/2008,3,15:00:00,926,S12000043,6,0,6,30,7,4,6,0,0,0,1,1,2,0,0,1,1,,12,2008
200897GA00506,257340,664600,-4.280547,55.853473,97,2,1,1,09/06/2008,2,17:33:00,926,S12000043,3,8,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,,6,2008
200897GA00508,253520,664460,-4.34144,55.85107,97,3,4,1,04/08/2008,2,15:00:00,926,S12000043,3,739,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,8,2008
200897GA00509,253540,662750,-4.340197,55.835725,97,2,2,1,03/09/2008,4,12:32:00,926,S12000043,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,,9,2008
200897GA00510,258090,664390,-4.268467,55.851809,97,3,3,1,02/10/2008,5,10:00:00,926,S12000043,3,74,7,30,5,4,1,8,0,0,1,1,1,4,2,1,1,,10,2008
200897GA00602,252410,663900,-4.358849,55.845705,97,2,1,1,07/02/2008,5,11:15:00,926,S12000043,3,761,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,,2,2008
200897GA00604,254550,664040,-4.324776,55.847612,97,3,2,1,07/04/2008,2,16:10:00,926,S12000043,3,761,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,,4,2008
200897GA00612,255030,665830,-4.318074,55.863826,97,3,1,1,02/12/2008,3,14:20:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,4,0,0,1,1,,12,2008
200897GA00708,255520,663550,-4.309036,55.843504,97,2,2,1,05/08/2008,3,09:45:00,926,S12000043,4,768,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,8,2008
200897GA00801,257810,664630,-4.273062,55.853881,97,3,3,1,07/01/2008,2,22:05:00,926,S12000043,3,8,3,30,6,2,6,0,0,0,5,2,2,0,0,1,1,,1,2008
200897GA00805,253240,666180,-4.346839,55.866427,97,3,1,2,07/05/2008,4,09:30:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,5,2008
200897GA00904,252830,665830,-4.353195,55.863159,97,2,2,1,08/04/2008,3,07:45:00,926,S12000043,3,8,1,30,1,4,3,8,0,0,1,1,1,0,0,1,1,,4,2008
200897GA00910,253440,663340,-4.342111,55.840991,97,3,2,1,05/10/2008,1,12:45:00,926,S12000043,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,,10,2008
200897GA01008,258360,664330,-4.264126,55.851349,97,3,2,1,06/08/2008,4,18:38:00,926,S12000043,3,8,2,30,6,2,3,8,0,4,1,2,2,0,0,1,1,,8,2008
200897GA01010,252480,663900,-4.357732,55.845726,97,3,1,1,06/10/2008,2,19:10:00,926,S12000043,6,0,3,30,3,4,3,761,0,4,5,2,2,0,0,1,1,,10,2008
200897GA01108,254880,664280,-4.319639,55.849866,97,3,1,1,07/08/2008,5,21:25:00,926,S12000043,6,0,9,30,7,2,1,8,0,5,4,2,2,0,0,1,1,,8,2008
200897GA01111,258270,664350,-4.265573,55.851502,97,2,2,1,04/11/2008,3,23:43:00,926,S12000043,3,8,6,30,6,2,3,8,0,4,4,1,1,0,0,1,1,,11,2008
200897GA01208,252100,663880,-4.363785,55.84543,97,3,2,1,06/08/2008,4,11:05:00,926,S12000043,3,761,3,30,6,2,6,0,0,5,1,2,2,0,0,1,2,,8,2008
200897GA01312,258050,664430,-4.269126,55.852156,97,3,2,3,05/12/2008,6,16:30:00,926,S12000043,1,8,7,40,5,4,6,0,0,0,4,1,1,0,7,1,1,,12,2008
200897GA01401,253420,665930,-4.34383,55.864237,97,3,1,1,05/01/2008,7,16:30:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,7,2,2,0,0,1,2,,1,2008
200897GA01404,253650,663880,-4.339052,55.845903,97,3,2,1,09/04/2008,4,08:05:00,926,S12000043,3,761,6,30,0,-1,-1,0,0,0,1,8,2,0,0,1,1,,4,2008
200897GA01407,257670,664610,-4.275286,55.85366,97,3,2,1,07/07/2008,2,12:52:00,926,S12000043,3,8,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,7,2008
200897GA01410,253890,663170,-4.33484,55.839602,97,3,2,2,09/10/2008,5,08:30:00,926,S12000043,6,0,6,30,7,2,6,0,1,4,1,1,1,0,0,1,1,,10,2008
200897GA01501,255710,664480,-4.306499,55.85191,97,2,1,1,10/01/2008,5,07:25:00,926,S12000043,3,8,3,30,6,2,6,0,0,5,4,5,2,0,0,1,1,,1,2008
200897GA01502,252570,663920,-4.356307,55.845933,97,3,2,1,15/02/2008,6,16:50:00,926,S12000043,3,761,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,2,2008
200897GA01503,256130,664900,-4.300019,55.855806,97,3,2,2,07/03/2008,6,12:30:00,926,S12000043,3,8,3,30,3,4,6,0,0,4,1,2,2,0,0,1,1,,3,2008
200897GA01506,252770,664240,-4.353289,55.848867,97,3,2,1,15/06/2008,1,17:46:00,926,S12000043,6,0,3,30,6,4,6,0,0,0,1,1,1,0,0,1,1,,6,2008
200897GA01509,257550,664620,-4.277206,55.853714,97,3,2,1,12/09/2008,6,11:15:00,926,S12000043,3,8,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,,9,2008
200897GA01604,255630,665590,-4.308367,55.861852,97,3,2,1,09/04/2008,4,11:30:00,926,S12000043,6,0,6,30,3,3,6,0,0,0,1,1,1,1,0,1,1,,4,2008
200897GA01608,256360,664830,-4.296311,55.855247,97,2,3,1,08/08/2008,6,08:30:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,8,2008
200897GA01612,251150,664750,-4.379421,55.852948,97,3,2,2,06/12/2008,7,19:45:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,,12,2008
200897GA01707,253840,663940,-4.336052,55.846499,97,2,2,1,09/07/2008,4,17:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,7,2008
200897GA01710,253860,662850,-4.335146,55.83672,97,3,1,1,09/10/2008,5,21:45:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,,10,2008
200897GA01712,255440,664260,-4.310691,55.849854,97,3,1,1,06/12/2008,7,17:00:00,926,S12000043,3,761,3,40,6,2,4,768,0,5,7,1,1,0,0,1,2,,12,2008
200897GA01809,258690,664470,-4.258932,55.852703,97,2,1,1,13/09/2008,7,13:40:00,926,S12000043,3,8,2,30,6,2,3,77,0,5,1,2,2,0,0,1,1,,9,2008
200897GA02005,255510,664550,-4.309728,55.852479,97,3,2,2,10/05/2008,7,14:00:00,926,S12000043,3,8,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,5,2008
200897GA02101,258380,664440,-4.263865,55.852343,97,3,2,1,13/01/2008,1,20:15:00,926,S12000043,6,0,2,30,6,2,6,0,0,0,4,2,2,2,0,1,1,,1,2008
200897GA02103,253930,663910,-4.3346,55.846257,97,3,2,1,12/03/2008,4,07:50:00,926,S12000043,3,761,3,30,6,2,6,0,0,4,1,2,2,0,0,1,1,,3,2008
200897GA02111,256160,664410,-4.29928,55.851416,97,3,1,1,08/11/2008,7,13:20:00,926,S12000043,3,8,6,30,0,-1,-1,0,0,4,1,1,2,0,0,1,1,,11,2008
200897GA02202,254210,666410,-4.331476,55.868786,97,3,2,1,19/02/2008,3,15:45:00,926,S12000043,3,739,3,30,0,-1,-1,0,0,0,1,1,1,0,0,2,2,,2,2008
200897GA02205,258570,664510,-4.260869,55.853027,97,2,1,1,10/05/2008,7,04:40:00,926,S12000043,3,8,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,5,2008
200897GA02208,254770,665870,-4.322246,55.864107,97,3,1,1,12/08/2008,3,16:45:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,,8,2008
200897GA02302,258570,664390,-4.260806,55.85195,97,2,2,1,19/02/2008,3,08:50:00,926,S12000043,6,0,2,30,3,4,6,0,0,0,1,1,2,0,0,1,1,,2,2008
200897GA02305,253900,663900,-4.335073,55.846158,97,2,1,1,11/05/2008,1,23:25:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,,5,2008
200897GA02411,253310,664510,-4.344818,55.851455,97,2,1,1,09/11/2008,1,14:34:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,,11,2008
200897GA02501,253380,664080,-4.343468,55.847616,97,3,2,1,15/01/2008,3,17:15:00,926,S12000043,3,739,3,30,3,4,6,0,0,0,4,2,2,0,0,1,1,,1,2008
200897GA02502,254400,663550,-4.326907,55.843167,97,3,2,1,20/02/2008,4,20:30:00,926,S12000043,6,0,6,30,6,4,6,0,0,4,4,1,2,0,0,1,1,,2,2008
200897GA02505,252920,662670,-4.350045,55.834818,97,3,1,2,13/05/2008,3,13:50:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,5,2008
200897GA02510,252990,666050,-4.35076,55.865183,97,3,2,1,14/10/2008,3,19:00:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,,10,2008
200897GA02608,252960,662640,-4.34939,55.834561,97,3,2,1,14/08/2008,5,18:50:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,,8,2008
200897GA02610,254190,663950,-4.330473,55.846695,97,3,2,1,15/10/2008,4,14:50:00,926,S12000043,3,761,3,30,3,2,6,0,0,5,1,2,2,0,0,1,2,,10,2008
200897GA02703,255480,663680,-4.309744,55.844659,97,3,3,1,07/03/2008,6,12:20:00,926,S12000043,4,768,6,30,3,2,6,0,0,0,1,1,1,0,0,1,2,,3,2008
200897GA02712,252340,664120,-4.360086,55.847658,97,3,1,1,10/12/2008,4,19:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,8,4,0,0,1,1,,12,2008
200897GA02809,252860,665880,-4.352743,55.863617,97,2,2,1,17/09/2008,4,14:00:00,926,S12000043,6,0,1,30,1,4,3,8,0,0,1,1,1,0,0,1,2,,9,2008
200897GA02811,257480,664270,-4.278139,55.850551,97,3,2,1,12/11/2008,4,07:45:00,926,S12000043,1,8,7,40,5,1,6,0,0,0,1,1,1,0,0,1,2,,11,2008
200897GA02906,253890,663190,-4.334851,55.839781,97,3,1,1,23/06/2008,2,17:00:00,926,S12000043,6,0,6,30,9,2,6,0,0,0,1,1,1,0,0,1,2,,6,2008
200897GA02908,252160,664310,-4.363062,55.849309,97,3,1,1,18/08/2008,2,15:00:00,926,S12000043,3,736,3,30,0,-1,-1,0,1,0,1,1,1,0,0,1,1,,8,2008
200897GA02910,252530,663900,-4.356934,55.845741,97,3,1,1,17/10/2008,6,18:45:00,926,S12000043,3,736,3,30,0,-1,-1,0,0,0,4,2,2,0,0,1,2,,10,2008
200897GA02911,254670,665870,-4.323842,55.864077,97,3,2,1,12/11/2008,4,16:10:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,7,9,1,0,0,1,2,,11,2008
200897GA03112,256000,664370,-4.301812,55.851009,97,3,2,1,12/12/2008,6,16:30:00,926,S12000043,3,8,6,30,3,4,3,761,0,0,4,5,2,0,0,1,1,,12,2008
200897GA03207,253530,664070,-4.341069,55.847572,97,3,2,1,26/07/2008,7,15:30:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,,7,2008
200897GA03211,257980,664830,-4.270453,55.855727,97,3,2,1,13/11/2008,5,16:15:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,2,2,0,0,1,2,,11,2008
200897GA03301,252640,663920,-4.35519,55.845954,97,3,2,1,18/01/2008,6,22:45:00,926,S12000043,3,761,3,30,6,4,6,0,0,0,4,2,2,0,0,1,1,,1,2008
200897GA03305,253710,665330,-4.338877,55.858939,97,3,1,1,18/05/2008,1,19:10:00,926,S12000043,6,0,7,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,5,2008
200897GA03306,254350,665900,-4.328967,55.86425,97,3,1,1,25/06/2008,4,13:20:00,926,S12000043,6,0,6,30,3,4,6,0,0,1,1,2,1,0,0,1,1,,6,2008
200897GA03401,254780,664930,-4.321583,55.855671,97,3,2,1,20/01/2008,1,14:30:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,,1,2008
200897GA03402,254320,665900,-4.329446,55.864241,97,3,1,1,24/02/2008,1,21:50:00,926,S12000043,6,0,6,30,9,4,6,0,0,4,4,1,2,0,0,1,1,,2,2008
200897GA03403,255470,665630,-4.310942,55.862163,97,3,1,1,14/03/2008,6,09:12:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,3,2008
200897GA03405,251750,664490,-4.369703,55.850799,97,2,1,1,17/05/2008,7,01:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,,5,2008
200897GA03410,253570,665140,-4.341009,55.85719,97,3,1,1,20/10/2008,2,08:15:00,926,S12000043,1,8,3,30,1,4,6,0,0,0,1,1,1,0,0,1,1,,10,2008
200897GA03411,255770,665520,-4.306095,55.861265,97,2,1,1,15/11/2008,7,15:00:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,11,2008
200897GA03501,252060,663730,-4.364341,55.844071,97,3,1,1,21/01/2008,2,07:30:00,926,S12000043,3,736,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,,1,2008
200897GA03506,252570,664530,-4.356639,55.851409,97,2,1,1,26/06/2008,5,14:35:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,6,2008
200897GA03607,254930,664560,-4.31899,55.852394,97,3,2,1,28/07/2008,2,19:45:00,926,S12000043,6,0,3,30,6,2,6,0,0,4,1,1,1,0,0,1,2,,7,2008
200897GA03612,252000,663270,-4.365048,55.839923,97,3,2,3,15/12/2008,2,18:10:00,926,S12000043,3,736,3,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,,12,2008
200897GA03701,255490,663680,-4.309584,55.844662,97,3,2,2,22/01/2008,3,18:42:00,926,S12000043,4,768,3,30,6,2,6,0,0,5,4,2,2,0,0,1,1,,1,2008
200897GA03706,255420,664260,-4.31101,55.849848,97,3,2,1,27/06/2008,6,16:40:00,926,S12000043,4,765,3,30,6,4,3,761,0,0,1,2,2,0,0,1,2,,6,2008
200897GA03707,254030,663920,-4.33301,55.846377,97,3,1,1,30/07/2008,4,12:50:00,926,S12000043,3,761,3,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,,7,2008
200897GA03709,258450,664310,-4.262679,55.851196,97,3,2,1,25/09/2008,5,08:00:00,926,S12000043,3,8,3,30,9,3,6,0,0,0,1,1,1,0,0,1,1,,9,2008
200897GA03804,257460,664630,-4.278648,55.853778,97,3,2,1,23/04/2008,4,08:15:00,926,S12000043,3,8,3,30,3,2,6,0,0,4,1,1,1,0,0,1,2,,4,2008
200897GA03805,253850,662820,-4.33529,55.836447,97,3,4,2,24/05/2008,7,13:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,5,2008
200897GA03808,254660,664790,-4.323423,55.854378,97,3,2,1,23/08/2008,7,19:45:00,926,S12000043,3,8,3,30,6,2,6,0,0,1,1,2,2,0,0,1,1,,8,2008
200897GA03810,258600,664610,-4.260442,55.853934,97,3,2,1,21/10/2008,3,06:20:00,926,S12000043,3,8,6,30,6,2,3,8,0,0,4,2,2,0,0,1,1,,10,2008
200897GA03903,252330,664590,-4.360501,55.851874,97,3,2,1,17/03/2008,2,07:45:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,3,2008
200897GA03907,251740,664550,-4.369895,55.851334,97,2,1,1,31/07/2008,5,23:05:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,,7,2008
200897GA04003,257810,664640,-4.273067,55.853971,97,3,1,1,14/03/2008,6,15:15:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,3,2008
200897GA04006,256290,664140,-4.297062,55.849031,97,3,1,2,28/06/2008,7,00:01:00,926,S12000043,1,77,3,50,0,-1,-1,0,0,0,4,2,2,0,0,1,1,,6,2008
200897GA04104,255690,664390,-4.30677,55.851096,97,3,1,1,23/04/2008,4,16:15:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,4,2008
200897GA04109,257490,664620,-4.278164,55.853697,97,3,2,1,15/09/2008,2,12:45:00,926,S12000043,3,8,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,,9,2008
200897GA04206,258270,664430,-4.265615,55.852221,97,3,2,5,28/06/2008,7,17:46:00,926,S12000043,1,8,7,30,5,2,3,8,0,0,1,2,2,0,0,1,1,,6,2008
200897GA04211,255000,664710,-4.317953,55.853762,97,3,2,1,20/11/2008,5,23:10:00,926,S12000043,3,8,1,30,1,4,6,0,0,0,4,1,1,0,0,1,1,,11,2008
200897GA04304,254200,666010,-4.331421,55.865192,97,3,2,1,24/04/2008,5,08:35:00,926,S12000043,3,739,3,30,0,-1,-1,0,0,0,1,1,2,0,0,1,2,,4,2008
200897GA04311,253380,664070,-4.343463,55.847527,97,3,2,1,21/11/2008,6,06:20:00,926,S12000043,6,0,6,30,3,4,3,739,0,0,4,1,1,0,0,1,1,,11,2008
200897GA04312,254420,665530,-4.327651,55.860949,97,3,1,1,17/12/2008,4,16:10:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,,12,2008
200897GA04402,252360,663940,-4.359669,55.846048,97,3,1,1,28/02/2008,5,14:50:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,2,,2,2008
200897GA04406,258640,664720,-4.259861,55.854933,97,3,3,1,29/06/2008,1,14:14:00,926,S12000043,3,8,3,30,6,2,6,0,0,0,1,1,1,0,0,1,1,,6,2008
200897GA04408,257510,664280,-4.277666,55.85065,97,3,2,1,25/08/2008,2,08:55:00,926,S12000043,6,0,1,30,1,4,1,8,0,4,1,2,2,0,0,1,2,,8,2008
200897GA04505,253790,663880,-4.336818,55.845945,97,2,1,1,28/05/2008,4,08:45:00,926,S12000043,3,761,6,30,6,4,6,0,0,5,1,2,2,0,0,1,1,,5,2008
200897GA04509,258270,664350,-4.265573,55.851502,97,3,2,1,27/09/2008,7,18:00:00,926,S12000043,6,0,6,30,6,2,6,0,0,4,1,1,1,0,0,1,2,,9,2008
200897GA04512,251460,664600,-4.374391,55.851697,97,3,1,1,18/12/2008,5,15:10:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,2,,12,2008
200897GA04604,256530,664460,-4.293401,55.851975,97,3,1,1,25/04/2008,6,20:25:00,926,S12000043,3,761,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,,4,2008
200897GA04605,253480,663620,-4.341624,55.843517,97,3,1,1,28/05/2008,4,13:45:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,2,2,0,0,1,2,,5,2008
200897GA04607,251980,663230,-4.365345,55.839558,97,2,2,1,09/07/2008,4,09:25:00,926,S12000043,3,736,3,30,3,4,6,0,0,0,1,1,1,0,6,1,2,,7,2008
200897GA04608,253390,663860,-4.34319,55.845644,97,3,1,2,22/08/2008,6,12:40:00,926,S12000043,6,0,3,30,3,4,6,0,0,4,1,1,1,0,0,1,2,,8,2008
